ID,Gender,Education,Alcohol(Class),Cannabis(Class),Crack(Class),Heroin(Class)
1879.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1880.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1881.0,Hombre,Dejó la escuela a los 17 años,Ayer,En el último año,Nunca,En el último año
1882.0,Hombre,Grado Universitario,En el último mes,En el último año,Nunca,Nunca
1883.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,En la última semana
1884.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1885.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1886.0,Mujer,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1887.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1888.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
